play_id,title,ExitVelocity,HitDistance,LaunchAngle,video
1faae8d9-c035-4e87-8e37-078e49f0eb44,David Peralta homers (1) on a fly ball to center field.   Jackson Merrill scores.,105.4,414.1340149,25,https://sporty-clips.mlb.com/N3lZQmpfV0ZRVkV3dEdEUT09X0IxY0FCUUVNQWdzQVcxSUJVd0FBVkE1UkFGbFFVRllBQWxJTlZRY01Wd01BVWdaUw==.mp4
0a69987e-95fb-477f-9406-a7b8bd24d749,Francisco Lindor hits a grand slam (1) to center field.   Starling Marte scores.    Tyrone Taylor scores.    Francisco Alvarez scores.,109.5,398,22,https://sporty-clips.mlb.com/YkJuQU1fV0ZRVkV3dEdEUT09X0JsQlhYVjBNVVZjQUFWZFVCQUFBQmdFQUFGZ0JVMWNBVTFKWENGRlJBd2NCQndaZg==.mp4
5ab2cbcf-221f-4560-837a-174d3553b08e,Pete Alonso homers (2) on a fly ball to right center field.,100.5,369.6749863,30,https://sporty-clips.mlb.com/MnIycWRfV0ZRVkV3dEdEUT09X0ExQURWZ2RXQlZRQUNsQURBQUFBQkFCV0FGa0dWQUFBQTFJQlZBQUFCQUFIQUFvRA==.mp4
fa3df91b-73e7-4320-87cf-bfcbce8f454d,Teoscar Hernández hits a grand slam (1) to center field.   Andy Pages scores.    Shohei Ohtani scores.    Mookie Betts scores.,106,402.9564207,34,https://sporty-clips.mlb.com/eUxNMDhfV0ZRVkV3dEdEUT09X1VGQlNBQUlOVjFBQUQxRlhVUUFBQWdSV0FGa0NBQWNBVUFOV1VsQlFDVlZSQlFZQw==.mp4
61ebc378-eb3f-4945-9abc-58d56fd93a9d,Will Smith homers (1) on a fly ball to center field.   Max Muncy scores.,108.7,432.02945,24,https://sporty-clips.mlb.com/bmI4eTlfV0ZRVkV3dEdEUT09X0FBQUVCZ2NIVVFvQVhRQUJBQUFBQ0FKVEFGaFVBUUlBQjExUkJRVlRWUXBXVVFzQw==.mp4
acff22d1-fca9-40c1-9b8a-9d541ebfa72c,Gleyber Torres homers (1) on a fly ball to right field.    Alex Verdugo scores.,100.8,338.6856894,34,https://sporty-clips.mlb.com/b0dOT1hfV0ZRVkV3dEdEUT09X1YxSUhBbFlHQWdNQVhnRlRYd0FBQVZWWEFGaFhXd0FBQ3dFQUJBSlFVMVVFQndBRg==.mp4
a5a8660c-466a-49a2-a56c-f1fdfa715b79,MJ Melendez homers (1) on a fly ball to right center field.    Yuli Gurriel scores.,98.7,362.7269334,25,https://sporty-clips.mlb.com/b0dOT1hfV0ZRVkV3dEdEUT09X1Z3UUFYRklDVmxFQURGUUVCd0FBQ0ZkVUFBQUFWUUlBVkZSVFZGVlVCZ0pRVWdWZg==.mp4
df622666-e4ba-4548-ba93-f437a39acc3c,José Ramírez homers (1) on a fly ball to left field.,109.9,417.8866927,22,https://sporty-clips.mlb.com/eHliT0RfV0ZRVkV3dEdEUT09X1VsZFhWbFlDVUFRQVhWWlFCd0FBQkFKZUFBTlVXbElBVkZFR0IxSUdDRklHVXdFRg==.mp4
c6fe5810-4713-49d3-a8ae-a3ffc99cc50e,Lane Thomas homers (1) on a fly ball to left center field.   José Ramírez scores.    Josh Naylor scores.,105.5,394.0209089,33,https://sporty-clips.mlb.com/ZU5iT0FfV0ZRVkV3dEdEUT09X1ZRY0hBVkVNVndJQURGVURWUUFBQ0ZKVkFBQU5BZ1FBVTFaVFZsQU1DRkFHQlFJRA==.mp4
6b1044f4-9347-4958-a529-7e007a92cea2,Teoscar Hernández homers (2) on a fly ball to left field.,108.8,420.1022568,25,https://sporty-clips.mlb.com/VndxRDVfV0ZRVkV3dEdEUT09X0FGTlFWRkFBQUFZQUFWRUdVUUFBQ0FOZUFBQUFVVmdBQlFBRkFBUlVDQUVHVlZOVQ==.mp4
408ffe71-a68f-4540-a8a7-1df8e71ccddb,Mark Vientos homers (4) on a fly ball to center field.,106,396.7711589,28,https://sporty-clips.mlb.com/QndhUGRfV0ZRVkV3dEdEUT09X0FnRlpBZ0pSVVFNQVdWUUtBQUFBQkFKV0FBQU5BbFlBQXdGVENGWUNBRkFHVkZZRQ==.mp4
a5cfa2b9-902d-43bc-86f2-48aa3daa7ed8,Mookie Betts homers (3) on a fly ball to left field.   Shohei Ohtani scores.,102.5,377.0040151,35,https://sporty-clips.mlb.com/QndhUGRfV0ZRVkV3dEdEUT09X1Z3UUNBZ1VHQkFzQUFWSUFBZ0FBQWxRRkFGa0RCVk1BQmwxVVVRQlJVRkpTVlZaZQ==.mp4
90bd47c1-1853-4547-991d-e9143938a14b,Andy Pages homers (1) on a fly ball to left center field.,107.2,418.3410436,27,https://sporty-clips.mlb.com/TUFLb1dfV0ZRVkV3dEdEUT09X0R3RURBRkFEQlFNQUNWb0hWUUFBQkFKUkFGZ01VZ1VBVjF3RUJBQU1BZ3NFQVFZRQ==.mp4
2ba0ac72-e1eb-4285-94c1-1e9a3ee2e670,Will Smith homers (2) on a fly ball to center field.   Max Muncy scores.,105.7,416.3634227,29,https://sporty-clips.mlb.com/WU9BbERfV0ZRVkV3dEdEUT09X0JGTUFWQVZYVVFBQVhWTlhCQUFBQXc1VEFGZ0JBRkFBQXdBTVVRQlFWQUVBQmdWVw==.mp4
1a313897-9331-4c67-93bc-bae9a487ae85,Giancarlo Stanton homers (5) on a line drive to left center field.   Gleyber Torres scores.,117.5,445.9557297,19,https://sporty-clips.mlb.com/SzQ3QUJfV0ZRVkV3dEdEUT09X0IxQlNWVmNNWHdVQUFWRUJWd0FBVWdCUkFGZ0dBUUlBVUFSUUNWSUJDUVFFVlFwVA==.mp4
e27dc0f5-e9a5-4a2e-a759-0ae1f6d04162,Giancarlo Stanton homers (1) on a fly ball to left center field.,112.9,417.3673444,35,https://sporty-clips.mlb.com/OHlCZXdfV0ZRVkV3dEdEUT09X1V3TldBQWNFQUFjQVhWdFRVd0FBVUFRREFBQUNWbGdBQWdSUUFWVURWUU5SQVFSVQ==.mp4
5ad191fa-75ab-4e44-8266-8cc66090f8a1,David Fry homers (1) on a fly ball to left center field.   Steven Kwan scores.,100.8,382.4322632,29,https://sporty-clips.mlb.com/eHliT0RfV0ZRVkV3dEdEUT09X0ExQUZWVjBGQUZNQUQxZFRCQUFBVkFKU0FGa0hWVmNBQ2daV0JnVUZDQU1EQ0ZOWA==.mp4
bbfbf867-075a-42bd-991e-2d6ca5c25735,Shohei Ohtani homers (1) on a fly ball to right field.    Will Smith scores.    Gavin Lux scores.,111.8,372.1490271,25,https://sporty-clips.mlb.com/Uk9HOGFfV0ZRVkV3dEdEUT09X1ZGTUhCZ0lNVUFVQUNGVUhCd0FBQTFRQ0FGZ01VZ1FBQUFFRFUxSUFVZ0ZRQndGVA==.mp4
59af8816-b04c-4c06-b2ca-4eeae908166b,Bryce Harper homers (1) on a fly ball to center field.   Trea Turner scores.,111.8,430.533265,28,https://sporty-clips.mlb.com/MnIycWRfV0ZRVkV3dEdEUT09X0F3Z0FBbHdNVndRQVdsSUdCUUFBVWdaUUFBTUhBQUFBQmdCUVVWWU1BUXRVQmdRRQ==.mp4
fd54012f-d0d9-4f40-8520-cc3d94b88a72,Salvador Perez homers (1) on a fly ball to left field.,103.6,402.0805968,31,https://sporty-clips.mlb.com/MDRNbDNfV0ZRVkV3dEdEUT09X1VGVlVVRlFGVkZRQVhGSldYd0FBVndKV0FGa0FVVkVBVVFZR1ZBb0JVd3RkVVFWVQ==.mp4
3e86d045-4894-4666-ae15-e3ec28fa07e2,Fernando Tatis Jr.  homers (2) on a fly ball to left field.,100.6,387.3148385,30,https://sporty-clips.mlb.com/N3lZQmpfV0ZRVkV3dEdEUT09X0JWUlpVZ0FFVWdjQURGb0xVZ0FBQndCUUFBQlFVbFFBVjFaUVV3RU5WMUpWQjFkVQ==.mp4
f9e87650-5e59-4a67-a53b-124352120238,Mookie Betts homers (2) on a fly ball to center field.,102.5,402.8993555,27,https://sporty-clips.mlb.com/bmI4eTlfV0ZRVkV3dEdEUT09X1VBZ0VYRk1DVXdJQURRY0hYd0FBVUFCUkFBQUFVQU1BQTFjQkF3WUhBQUZWQWdGZQ==.mp4
77390ef7-d016-4ad5-86bc-f5de1c5fcff0,Enrique Hernández homers (1) on a fly ball to left center field.,109.2,428.1036145,36,https://sporty-clips.mlb.com/VndxRDVfV0ZRVkV3dEdEUT09X0FRWlNYVlJSQUFVQVhGSURVQUFBVUZKVEFGa0RBUUlBVkZCUlZRSldCRlVHVmxSVw==.mp4
